cca301s1g00043,cpa1s1g00620,dz186s6g00774,ga198s11g03403,hli2s8g00012,hum1sNW_018397273.1g00053,opy300s25g00677,tc180s4g00387
cca301s6g02676,cpa1s4g02571,dz186s24g00543,ga198s10g02417,hli2s2g00503,hum1sNW_018397267.1g01132,opy300s22g00392,tc180s6g00693
cca301s6g02733,cpa1s4g01559,dz186s11g00286,ga198s2g00657,hli2s5g00734,hum1sNW_018397267.1g01190,opy300s23g00400,tc180s6g00637
cca301s6g02862,cpa1s5g01998,dz186s11g00188,ga198s10g02264,hli2s2g00304,hum1sNW_018397275.1g00111,opy300s22g00251,tc180s6g00511
cca301s7g00015,cpa1s2g00794,dz186s25g00790,ga198s12g01117,hli2s17g01800,hum1sNW_018397304.1g00019,opy300s10g01299,tc180s2g02651
cca301s7g00018,cpa1s2g01991,dz186s1g00520,ga198s13g00188,hli2s1g00002,hum1sNW_018397257.1g01249,opy300s2g00010,tc180s9g02711
cca301s7g00040,cpa1s2g02037,dz186s1g00490,ga198s1g02471,hli2s11g01244,hum1sNW_018397257.1g01211,opy300s3g01661,tc180s9g02675
cca301s7g00075,cpa1s2g02087,dz186s10g00868,ga198s13g02832,hli2s11g01205,hum1sNW_018397257.1g01160,opy300s36g00034,tc180s9g02625
cca301s7g00186,cpa1s7g01319,dz186s1g01991,ga198s7g00082,hli2s3g00427,hum1sNW_018397256.1g00698,opy300s3g00121,tc180s9g00831
cca301s7g00389,cpa1s6g02501,dz186s1g00901,ga198s8g00206,hli2s1g00605,hum1sNW_018397257.1g00032,opy300s33g00227,tc180s9g01519
cca301s7g00399,cpa1s6g02497,dz186s1g00903,ga198s1g02613,hli2s6g00610,hum1sNW_018397257.1g00034,opy300s2g01014,tc180s9g01522
cca301s7g00406,cpa1s7g01944,dz186s6g00278,ga198s5g00171,hli2s15g00701,hum1sNW_018397256.1g00503,opy300s8g01455,tc180s9g01016
cca301s7g00548,cpa1s8g01446,dz186s1g00761,ga198s7g01350,hli2s11g00612,hum1sNW_018397257.1g00267,opy300s33g00329,tc180s9g01750
cca301s7g00623,cpa1s3g00331,dz186s21g00916,ga198s8g00200,hli2s1g00699,hum1sNW_018397257.1g00202,opy300s33g00239,tc180s9g01689
cca301s7g00645,cpa1s2g01187,dz186s1g00812,ga198s7g01382,hli2s11g00563,hum1sNW_018397257.1g00191,opy300s2g01065,tc180s9g01677
cca301s7g00683,cpa1s3g00288,dz186s10g00045,ga198s5g00721,hli2s11g00541,hum1sNW_018397257.1g00148,opy300s8g00734,tc180s9g01632
cca301s7g00806,cpa1s7g02175,dz186s1g01145,ga198s5g00131,hli2s15g00784,hum1sNW_018397256.1g00392,opy300s8g01510,tc180s9g01119
cca301s7g00814,cpa1s2g00058,dz186s6g00212,ga198s5g00125,hli2s15g00789,hum1sNW_018397256.1g00380,opy300s2g01796,tc180s9g01127
cca301s7g00834,cpa1s7g02160,dz186s1g01129,ga198s6g00481,hli2s15g00801,hum1sNW_018397256.1g00368,opy300s2g01814,tc180s9g01140
cca301s7g00872,cpa1s7g00885,dz186s10g00722,ga198s11g00339,hli2s15g00825,hum1sNW_018397256.1g00335,opy300s3g00697,tc180s9g01166
cca301s7g00930,cpa1s7g01732,dz186s6g00177,ga198s8g02783,hli2s3g00154,hum1sNW_018397256.1g00304,opy300s43g00097,tc180s9g01195
cca301s7g00975,cpa1s7g02032,dz186s6g00159,ga198s5g03787,hli2s15g00861,hum1sNW_018397256.1g00272,opy300s2g01117,tc180s9g01229
cca301s7g01005,cpa1s7g02016,dz186s1g01051,ga198s8g01105,hli2s3g00112,hum1sNW_018397256.1g00251,opy300s3g00941,tc180s9g01253
cca301s7g01006,cpa1s7g02015,dz186s1g01050,ga198s5g00079,hli2s3g00111,hum1sNW_018397256.1g00250,opy300s8g01571,tc180s9g01252
cca301s7g01102,cpa1s7g01879,dz186s1g01005,ga198s5g00056,hli2s3g00067,hum1sNW_018397256.1g00180,opy300s8g01593,tc180s9g01334
cca301s7g01125,cpa1s7g01865,dz186s21g00785,ga198s5g00049,hli2s3g00063,hum1sNW_018397256.1g00168,opy300s8g01598,tc180s9g01348
cca301s7g01348,cpa1s7g01773,dz186s21g00824,ga198s8g00955,hli2s1g00531,hum1sNW_018397256.1g00051,opy300s3g00849,tc180s9g01450
cca301s7g01390,cpa1s7g01782,dz186s21g00821,ga198s4g02061,hli2s1g00529,hum1sNW_018397256.1g00054,opy300s2g00796,tc180s9g01447
cca301s7g01444,cpa1s7g01796,dz186s10g00842,ga198s8g00947,hli2s3g00026,hum1sNW_018397256.1g00085,opy300s3g00754,tc180s9g01424
cca301s7g01561,cpa1s9g00758,dz186s1g00667,ga198s8g00137,hli2s1g00857,hum1sNW_018397257.1g00399,opy300s33g00376,tc180s9g01883
cca301s7g01568,cpa1s2g02499,dz186s10g01245,ga198stig00017252g00026,hli2s11g00699,hum1sNW_018397257.1g00412,opy300s3g01204,tc180s9g01894
cca301s7g01597,cpa1s7g00631,dz186s1g00635,ga198s5g03158,hli2s1g00878,hum1sNW_018397269.1g00126,opy300s8g00787,tc180s4g00846
cca301s7g01608,cpa1s5g02309,dz186s1g00625,ga198s7g01234,hli2s1g00890,hum1sNW_018397257.1g00453,opy300s3g01223,tc180s9g01928
cca301s7g01648,cpa1s5g02361,dz186s21g00107,ga198s9g01184,hli2s1g00914,hum1sNW_018397257.1g00486,opy300s2g00594,tc180s9g01959
cca301s7g01661,cpa1s5g02376,dz186s1g00588,ga198s9g01180,hli2s11g00770,hum1sNW_018397257.1g00498,opy300s3g01248,tc180s9g01971
cca301s7g01714,cpa1s5g02412,dz186s21g00141,ga198s5g00853,hli2s1g00946,hum1sNW_018397257.1g00538,opy300s36g00283,tc180s9g02016
cca301s7g01772,cpa1s2g00326,dz186s1g00539,ga198s5g00869,hli2s11g00827,hum1sNW_018397257.1g00579,opy300s8g00418,tc180s9g02055
cca301s7g01847,cpa1s2g00468,dz186s1g00020,ga198s8g00085,hli2s1g01020,hum1sNW_018397257.1g00655,opy300s33g00446,tc180s9g02119
cca301s7g01970,cpa1s2g02201,dz186s1g00167,ga198s1g02191,hli2s1g01138,hum1sNW_018397257.1g00812,opy300s2g00345,tc180s9g02255
cca301s7g02077,cpa1s7g01612,XP_022729968.1,ga198s5g00632,hli2s15g00081,hum1sNW_018397256.1g01458,opy300s2g02014,tc180s9g00135
cca301s7g02084,cpa1s7g01625,dz186s6g00698,ga198s6g01170,hli2s15g00088,hum1sNW_018397256.1g01452,opy300s2g02007,tc180s9g00144
cca301s7g02205,cpa1s7g02127,dz186s6g00640,ga198s10g02717,hli2s15g00162,hum1sNW_018397256.1g01313,opy300s2g01913,tc180s9g00272
cca301s7g02292,cpa1s3g02547,dz186s10g00106,ga198s7g00009,hli2s6g00602,hum1sNW_018397256.1g01569,opy300s3g00020,tc180s9g00013
cca301s7g02294,cpa1s6g02359,dz186s1g01315,ga198s7g00008,hli2s6g00600,hum1sNW_018397256.1g01567,opy300s3g00021,tc180s9g00015
cca301s7g02311,cpa1s7g01412,dz186s1g01335,ga198s6g01253,hli2s3g00938,hum1sNW_018397256.1g01542,opy300s2g02067,tc180s9g00041
cca301s7g02328,cpa1s2g02280,dz186s10g01042,ga198s5g00982,hli2s11g00985,hum1sNW_018397257.1g00867,opy300s8g00260,tc180s9g02319
cca301s7g02331,cpa1s2g02286,dz186s10g01037,ga198s1g02254,hli2s11g00990,hum1sNW_018397257.1g00872,opy300s2g00296,tc180s9g02324
cca301s7g02336,cpa1s2g02296,dz186s1g00204,ga198s7g01081,hli2s11g00996,hum1sNW_018397257.1g00882,opy300s3g01472,tc180s9g02334
cca301s7g02401,cpa1s2g02368,dz186s1g00254,ga198s5g01025,hli2s11g01035,hum1sNW_018397257.1g00950,opy300s8g00210,tc180s9g02396
cca301s7g02432,cpa1s2g02405,dz186s1g00278,ga198s1g02329,hli2s11g01053,hum1sNW_018397257.1g00981,opy300s2g00216,tc180s9g02427
cca301s7g02478,cpa1s5g02336,dz186s1g00374,ga198s1g02396,hli2s11g01096,hum1sNW_018397257.1g01034,opy300s2g00176,tc180s9g02488
cca301s7g02483,cpa1s5g02343,dz186s1g00367,ga198s5g01069,hli2s1g01300,hum1sNW_018397257.1g01038,opy300s8g00151,tc180s9g02496
cca301s7g02579,cpa1s7g00722,dz186s10g00473,ga198s5g00307,hli2s3g00493,hum1sNW_018397256.1g00804,opy300s8g01301,tc180s9g00743
cca301s7g02582,cpa1s7g00719,dz186s1g01915,ga198s13g02412,hli2s3g00495,hum1sNW_018397256.1g00808,opy300s36g00808,tc180s9g00740
cca301s7g02589,cpa1s7g01248,dz186s6g00422,ga198s6g00737,hli2s3g00503,hum1sNW_018397256.1g00819,opy300s2g01483,tc180s9g00731
cca301s7g02594,cpa1s6g01057,dz186s10g00463,ga198s6g00741,hli2s3g00506,hum1sNW_018397256.1g00826,opy300s2g01480,Tc09v2_t007800.2
cca301s7g02613,cpa1s7g01191,dz186s1g01883,ga198s8g02883,hli2s15g00444,hum1sNW_018397256.1g00857,opy300s43g00272,tc180s9g00697
cca301s7g02725,cpa1s7g01002,dz186s6g00507,ga198s6g00914,hli2s15g00338,hum1sNW_018397256.1g01009,opy300s3g00285,tc180s9g00545
cca301s7g02730,cpa1s7g00995,dz186s1g01751,ga198s6g00873,hli2s15g00333,hum1sNW_018397256.1g01016,opy300s2g01303,tc180s9g00538
cca301s7g02779,cpa1s7g00673,dz186s10g00291,ga198s5g00447,hli2s15g00286,hum1sNW_018397256.1g00847,opy300s8g01128,tc180s9g00454
cca301s7g02840,cpa1s7g00748,XP_022730550.1,ga198s5g00504,hli2s15g00227,hum1sNW_018397256.1g01197,opy300s8g01060,tc180s9g00366
cca301s1g00034,cpa1s1g00630,dz186s9g01395,ga198s4g01304,hli2s4g00006,hum1sNW_018397273.1g00065,.,tc180s4g00397
cca301s1g00126,cpa1s1g00540,dz186s9g01329,ga198s7g02656,.,hum1sNW_018397279.1g00315,opy300s17g00583,tc180s4g00295
cca301s1g00142,cpa1s1g00522,dz186s16g00075,ga198s9g00478,.,hum1sNW_018397279.1g00296,opy300s34g00073,tc180s4g00275
cca301s1g00256,cpa1s1g00426,dz186s9g01266,ga198stig00018414g00009,.,hum1sNW_018397279.1g00208,opy300s32g01074,tc180s4g00192
cca301s1g00358,cpa1s1g00337,dz186s9g01194,ga198s6g00572,.,hum1sNW_018397279.1g00114,opy300s32g01022,tc180s4g00102
cca301s1g00504,cpa1s4g00653,dz186s9g00769,ga198s10g01983,.,hum1sNW_018397255.1g00012,opy300s20g00706,tc180s1g00008
cca301s1g00646,cpa1s4g02080,dz186s19g00015,ga198s3g00014,.,hum1sNW_018397264.1g00033,opy300s39g00017,tc180s4g01007
cca301s1g00656,cpa1s1g00212,dz186s5g01592,ga198s8g00417,hli2s14g00042,hum1sNW_018397264.1g00022,.,tc180s4g00996
cca301s1g00683,cpa1s3g02403,.,ga198s4g01660,hli2s4g00601,hum1sNW_018397258.1g01446,opy300s32g00724,tc180s1g01793
cca301s1g00748,cpa1s1g01377,XP_022772544.1,ga198s5g01895,.,hum1sNW_018397260.1g00785,opy300s40g00023,tc180s8g00495
cca301s1g00759,cpa1s1g01379,dz186s27g00021,ga198s1g01100,.,hum1sNW_018397260.1g00787,opy300s9g01349,tc180s8g00493
cca301s1g00773,cpa1s1g01386,dz186s2g01830,ga198s1g01105,.,hum1sNW_018397260.1g00796,opy300s9g01344,tc180s8g00486
cca301s1g00963,cpa1s8g01449,dz186s4g00637,.,hli2s19g01094,hum1sNW_018397259.1g00006,opy300s4g00836,tc180s5g00984
cca301s1g01014,cpa1s1g01653,dz186s27g00711,ga198s9g01335,hli2s11g01283,hum1sNW_018397262.1g00080,.,tc180s8g01319
cca301s1g01120,cpa1s1g01703,dz186s27g00687,ga198s3g00718,.,hum1sNW_018397287.1g00040,opy300s18g00128,tc180s8g01468
cca301s1g01158,cpa1s1g01352,dz186s27g00668,ga198s6g01296,.,hum1sNW_018397287.1g00016,opy300s1g02167,tc180s8g01445
cca301s1g01272,cpa1s1g02567,dz186s29g00589,ga198s5g02572,.,hum1sNW_018397260.1g00081,opy300s40g00888,tc180s8g01324
cca301s1g01326,cpa1s1g02421,dz186s18g00125,ga198s5g02680,.,hum1sNW_018397262.1g00001,opy300s40g00964,tc180s8g01239
cca301s1g01327,cpa1s1g02422,dz186s18g00124,ga198s13g01485,.,hum1sNW_018397262.1g00002,opy300s44g00478,tc180s8g01240
cca301s1g01343,cpa1s1g02442,dz186s18g00099,ga198s5g02690,.,hum1sNW_018397262.1g00034,opy300s40g00951,tc180sUn_randomg00067
cca301s1g01359,cpa1s1g02454,dz186s18g00150,ga198s13g01461,.,hum1sNW_018397262.1g00053,opy300s40g00941,tc180s8g01292
cca301s1g01384,cpa1s5g00010,dz186s27g00777,ga198s8g02693,.,hum1sNW_018397286.1g00019,opy300s30g00433,tc180s8g01113
cca301s1g01387,cpa1s6g01843,dz186s6g00760,ga198s10g02235,.,hum1sNW_018397286.1g00012,opy300s20g00306,tc180s8g01108
cca301s1g01405,cpa1s1g02609,dz186s18g00007,ga198s8g02704,.,hum1sNW_018397286.1g00031,opy300s30g00441,tc180s8g01124
cca301s1g01423,cpa1s2g00073,dz186s17g00007,ga198s10g02408,hli2s17g00009,hum1sNW_018397290.1g00124,opy300s10g00018,.
cca301s1g01476,cpa1s6g00760,dz186s17g00735,ga198s12g02767,.,hum1sNW_018397254.1g01663,opy300s10g00537,tc180s2g01014
cca301s1g01496,cpa1s5g02115,dz186s8g00264,ga198s1g01065,.,hum1sNW_018397282.1g00010,opy300s10g01412,tc180s7g01133
cca301s1g01625,cpa1s1g00960,dz186s16g00284,ga198s4g01592,.,hum1sNW_018397272.1g00092,opy300s32g00763,tc180s4g00585
cca301s1g01685,cpa1s1g00806,dz186s9g00983,ga198s4g01622,.,hum1sNW_018397272.1g00146,opy300s32g00795,tc180s4g00637
cca301s1g01786,cpa1s1g00734,dz186s5g01428,ga198s7g02052,hli2s14g00183,hum1sNW_018397269.1g00007,.,tc180s4g00718
cca301s1g01985,cpa1s1g00174,dz186s13g01121,ga198s5g02231,.,hum1sNW_018397269.1g00099,opy300s12g03086,tc180s4g00822
cca301s1g02062,cpa1s4g02501,dz186s22g00459,ga198s13g01843,.,hum1sNW_018397262.1g00506,opy300s38g00262,tc180s7g00676
cca301s1g02143,cpa1s6g02191,dz186s22g00766,ga198s1g01032,.,hum1sNW_018397262.1g00179,opy300s43g00013,tc180s7g01074
cca301s1g02287,cpa1s6g00065,dz186s17g00663,ga198s4g00351,.,hum1sNW_018397254.1g01550,opy300s35g00709,tc180s2g00893
cca301s1g02308,cpa1s6g00307,dz186s20g00568,ga198s12g02728,.,hum1sNW_018397254.1g01524,opy300s10g00481,tc180s2g00870
cca301s1g02359,cpa1s6g00228,dz186s17g00592,ga198stig00000498g00016,.,hum1sNW_018397254.1g01464,opy300s10g00447,tc180s2g00809
cca301s1g02516,cpa1s1g01523,dz186s17g00434,ga198s13g00609,hli2s10g01011,.,opy300s7g01317,tc180s2g00602
cca301s1g02593,cpa1s6g00414,dz186s20g00761,ga198stig00016096g00033,.,hum1sNW_018397261.1g00937,opy300s10g00273,tc180s2g00518
cca301s1g02708,cpa1s4g01825,dz186s8g00534,ga198s11g00482,.,hum1sNW_018397262.1g00298,opy300s37g00668,tc180s7g00963
cca301s1g02893,cpa1s2g01735,dz186s17g00104,ga198s4g00078,hli2s17g00100,.,opy300s35g00959,tc180s2g00148
cca301s1g02930,cpa1s6g00878,dz186s20g00906,ga198s2g01264,.,hum1sNW_018397290.1g00048,opy300s7g01021,tc180s2g00218
cca301s1g02943,cpa1s6g00858,dz186s20g00898,ga198s2g01255,.,hum1sNW_018397261.1g01228,opy300s7g01034,tc180s2g00236
cca301s1g02948,cpa1s6g00853,dz186s17g00169,ga198stig00015610g00027,.,hum1sNW_018397261.1g01219,opy300s10g00153,tc180s2g00243
cca301s1g03121,cpa1s1g00122,.,ga198s5g03942,hli2s19g00539,hum1sNW_018397262.1g00568,opy300s11g00277,tc180s7g00600
cca301s1g03394,cpa1s4g02228,dz186s22g00066,ga198s1g00984,.,hum1sNW_018397262.1g01025,opy300s10g02153,tc180s7g00096
cca301s2g00012,cpa1s3g00172,dz186s9g00753,ga198s7g01934,.,hum1sNW_018397255.1g00031,opy300s17g00013,tc180s1g00031
cca301s2g00127,cpa1s6g01485,dz186s9g00050,ga198s2g00496,.,hum1sNW_018397255.1g00940,opy300s32g00572,tc180s1g00935
cca301s2g00177,cpa1s6g01605,dz186s9g00100,ga198stig00007316g00030,.,hum1sNW_018397255.1g00885,opy300s17g00496,tc180s1g00883
cca301s2g00262,cpa1s6g01065,dz186s9g00159,ga198s11g03523,.,hum1sNW_018397255.1g00800,opy300s25g00263,tc180s1g00803
cca301s2g00343,cpa1s4g00151,dz186s9g00236,.,hli2s4g01001,hum1sNW_018397255.1g00716,opy300s20g00487,tc180s1g00711
cca301s2g00348,cpa1s4g00157,dz186s6g01297,ga198s2g00347,hli2s8g00847,.,opy300s32g00416,tc180s1g00706
cca301s2g00374,cpa1s4g00198,dz186s9g00264,ga198s7g02570,.,hum1sNW_018397255.1g00671,opy300s17g00367,tc180s1g00670
cca301s2g00405,cpa1s4g00236,dz186s9g00294,ga198s2g00305,.,hum1sNW_018397255.1g00632,opy300s32g00369,tc180s1g00634
cca301s2g00411,cpa1s4g00245,dz186s9g00304,ga198s2g00298,.,hum1sNW_018397255.1g00624,opy300s32g00364,tc180s1g00625
cca301s2g00416,cpa1s4g00250,dz186s16g00736,ga198s10g02098,.,hum1sNW_018397255.1g00617,opy300s20g00512,tc180s1g00619
cca301s2g00517,cpa1s4g00362,dz186s9g00392,ga198s11g01887,hli2s8g00979,.,opy300s34g00982,tc180s1g00517
cca301s2g00703,cpa1s7g02156,dz186s6g00627,ga198s6g01083,.,hum1sNW_018397256.1g01278,opy300s2g01902,tc180s9g00300
cca301s2g00722,cpa1s4g00419,dz186s6g01533,.,hli2s8g01140,hum1sNW_018397255.1g00245,opy300s34g01191,tc180s1g00254
cca301s2g00723,cpa1s4g00420,dz186s6g01534,ga198s11g02073,.,hum1sNW_018397255.1g00244,opy300s34g01192,tc180s1g00253
cca301s2g00757,cpa1s4g00472,dz186s9g00614,ga198s12g02463,.,hum1sNW_018397255.1g00191,opy300s17g00076,tc180s1g00199
cca301s2g00785,cpa1s4g00504,dz186s9g00642,.,hli2s8g01204,hum1sNW_018397255.1g00149,opy300s34g01248,tc180s1g00164
cca301s2g00814,cpa1s9g00676,dz186s14g00710,ga198s8g01159,.,hum1sNW_018397265.1g00281,opy300s5g01231,tc180s3g00183
cca301s2g00825,cpa1s5g02354,dz186s9g00021,ga198s12g00468,.,hum1sNW_018397255.1g00987,opy300s32g00610,tc180s1g00986
cca301s2g00879,cpa1s6g00646,dz186s16g00460,ga198s4g01794,.,hum1sNW_018397255.1g01023,opy300s32g00629,tc180s1g01030
cca301s2g01033,cpa1s3g02458,.,ga198s4g01698,hli2s8g00472,hum1sNW_018397255.1g01213,opy300s32g00746,tc180s1g01190
cca301s2g01268,cpa1s3g01163,.,ga198stig00019144g00004,hli2s9g00160,hum1sNW_018397255.1g01430,opy300s16g00234,tc180s1g01401
cca301s2g01361,cpa1s3g01225,dz186s5g01273,ga198s7g01968,hli2s14g00471,hum1sNW_018397255.1g01489,.,tc180s1g01456
cca301s2g01388,cpa1s3g01245,dz186s13g00934,ga198s4g00317,.,hum1sNW_018397255.1g01510,opy300s13g00881,tc180s1g01470
cca301s2g01505,cpa1s3g01356,dz186s13g00875,ga198s11g02515,.,hum1sNW_018397255.1g01613,opy300s12g02836,tc180s1g01571
cca301s2g01529,cpa1s3g01371,.,ga198s7g02275,hli2s9g00268,hum1sNW_018397255.1g01626,opy300s16g00365,tc180s1g01587
cca301s2g01812,cpa1s2g00567,.,ga198s3g01979,hli2s18g00729,hum1sNW_018397277.1g00013,opy300s10g00829,tc180s2g01666
cca301s2g02176,cpa1s5g00357,dz186s19g00230,ga198s10g01643,.,hum1sNW_018397264.1g00284,opy300s29g00768,tc180s4g01248
cca301s2g02397,cpa1s3g00879,dz186s19g00368,.,hli2s6g00434,hum1sNW_018397264.1g00472,opy300s39g00341,tc180s4g01423
cca301s2g02503,cpa1s3g00803,dz186s19g00424,.,hli2s6g00530,hum1sNW_018397264.1g00562,opy300s29g00549,tc180s4g01516
cca301s3g00170,cpa1s2g00902,dz186s23g00509,ga198s10g00413,.,hum1sNW_018397268.1g00362,opy300s21g00281,tc180s10g00377
cca301s3g00284,cpa1s2g01593,dz186s23g00585,ga198s4g00555,.,hum1sNW_018397268.1g00470,opy300s21g00839,tc180s10g00491
cca301s3g00322,cpa1s2g01559,dz186s23g00602,ga198s4g01179,hli2s16g00886,hum1sNW_018397268.1g00491,.,tc180s10g00513
cca301s3g00331,cpa1s2g01546,dz186s23g00608,ga198s5g03206,.,hum1sNW_018397268.1g00502,opy300s22g01244,tc180s10g00522
cca301s3g00360,cpa1s2g01534,dz186s23g00612,ga198s6g02231,.,hum1sNW_018397268.1g00514,opy300s30g00748,tc180s10g00531
cca301s3g00684,cpa1s2g01281,dz186s23g00747,.,hli2s15g01132,hum1sNW_018397281.1g00007,opy300s21g00522,Tc10v2_t008590.2
cca301s3g00742,cpa1s4g00060,dz186s9g00418,ga198s11g01917,.,hum1sNW_018397255.1g00476,opy300s34g01014,tc180s1g00486
cca301s3g01025,cpa1s9g00371,dz186s14g01006,ga198s7g00690,.,hum1sNW_018397261.1g00230,opy300s5g01401,tc180s3g00703
cca301s3g01146,cpa1s1g00418,dz186s3g01478,ga198s7g00650,.,hum1sNW_018397261.1g00301,opy300s6g00158,tc180s3g00770
cca301s3g01433,cpa1s9g00135,dz186s3g00710,ga198s12g00249,.,hum1sNW_018397254.1g01183,opy300s6g00877,tc180s3g01302
cca301s3g01623,cpa1s3g01748,dz186s3g00033,.,hli2s12g01626,hum1sNW_018397254.1g00049,opy300s6g01565,tc180s3g02327
cca301s3g01809,cpa1s3g01779,dz186s3g00158,ga198s12g00705,hli2s12g01514,hum1sNW_018397254.1g00802,.,tc180s3g01637
cca301s3g01920,cpa1s4g00953,dz186s3g00245,ga198s8g01945,.,hum1sNW_018397254.1g00696,opy300s5g00232,tc180s3g01732
cca301s3g01993,cpa1s4g00873,dz186s14g00191,ga198s11g03849,.,hum1sNW_018397254.1g00636,opy300s26g00090,tc180s3g01787
cca301s3g02009,cpa1s4g00855,dz186s15g00158,ga198s12g00616,hli2s12g01393,hum1sNW_018397254.1g00619,.,tc180s3g01805
cca301s3g02135,cpa1s4g02140,dz186s3g00435,ga198s1g02547,hli2s12g01280,.,opy300s1g01070,tc180s3g01972
cca301s3g02213,cpa1s4g01077,dz186s14g00343,ga198s12g00475,.,hum1sNW_018397254.1g00344,opy300s6g01175,tc180s3g02070
cca301s3g02395,cpa1s9g00323,dz186s3g01107,ga198s4g02130,.,hum1sNW_018397254.1g00967,opy300s1g00828,tc180s3g01488
cca301s3g02400,cpa1s9g00313,dz186s15g00444,.,hli2s13g01002,hum1sNW_018397254.1g00975,opy300s6g01017,tc180s3g01481
cca301s3g02425,cpa1s9g00290,dz186s3g01074,ga198s8g01226,.,hum1sNW_018397254.1g01009,opy300s5g00753,tc180s3g01454
cca301s3g02505,cpa1s9g01019,dz186s3g01007,ga198s9g00522,.,hum1sNW_018397254.1g01340,opy300s1g00628,tc180s3g01157
cca301s3g02558,cpa1s9g00433,dz186s3g00955,ga198s12g00133,.,hum1sNW_018397261.1g00657,opy300s6g00744,tc180s3g01093
cca301s3g02563,cpa1s9g00441,dz186s15g01147,ga198s12g00813,.,hum1sNW_018397261.1g00651,opy300s6g00016,tc180s3g01088
cca301s3g02589,cpa1s9g00467,dz186s14g01156,ga198s7g00505,hli2s12g00051,hum1sNW_018397261.1g00619,.,tc180s3g01062
cca301s3g02619,cpa1s9g00884,dz186s14g01146,.,hli2s12g00069,hum1sNW_018397261.1g00583,opy300s5g01603,tc180s3g01027
cca301s3g02639,cpa1s9g00863,dz186s3g01661,ga198s12g00845,.,hum1sNW_018397261.1g00568,opy300s6g00051,tc180s3g01011
cca301s3g02676,cpa1s9g00801,dz186s14g01116,.,hli2s12g00129,hum1sNW_018397261.1g00503,opy300s26g00804,tc180s3g00950
cca301s3g02689,cpa1s3g01268,dz186s3g01605,ga198s1g02100,.,hum1sNW_018397261.1g00481,opy300s1g00105,tc180s3g00932
cca301s4g00107,cpa1s1g01437,dz186s29g00029,ga198s1g01147,.,hum1sNW_018397260.1g00850,opy300s9g01312,tc180s8g00439
cca301s4g00115,cpa1s1g01446,dz186s29g00034,ga198s1g01154,.,hum1sNW_018397260.1g00858,opy300s9g01305,tc180s8g00430
cca301s4g00125,cpa1s1g01454,dz186s2g01782,ga198s5g01928,hli2s7g01019,hum1sNW_018397260.1g00867,opy300s40g00072,.
cca301s4g00337,cpa1s2g00158,dz186s2g01557,ga198s5g02086,.,hum1sNW_018397260.1g01185,opy300s40g00298,tc180s8g00147
cca301s4g00342,cpa1s1g01919,dz186s29g00184,ga198s6g00142,hli2s7g00827,.,opy300s1g01587,tc180s8g00140
cca301s4g00346,cpa1s1g01927,dz186s29g00188,ga198s5g02094,.,hum1sNW_018397260.1g01199,opy300s40g00306,tc180s8g00133
cca301s4g00423,cpa1s1g02528,dz186s29g00234,ga198s6g00215,.,hum1sNW_018397260.1g01319,opy300s1g01665,tc180s8g00022
cca301s4g00473,cpa1s5g00824,dz186s5g00328,ga198s11g03120,.,hum1sNW_018397258.1g00473,opy300s12g01932,tc180s1g02663
cca301s4g00540,cpa1s1g01368,dz186s5g00267,ga198s11g03163,.,hum1sNW_018397258.1g00399,opy300s12g01881,tc180s1g02735
cca301s4g00586,cpa1s5g00642,dz186s8g00375,ga198s11g03222,.,hum1sNW_018397258.1g00298,opy300s12g01809,tc180s1g02829
cca301s4g00657,cpa1s5g01335,dz186s5g00122,ga198s8g00351,.,hum1sNW_018397258.1g00198,opy300s31g00510,tc180s1g02935
cca301s4g00667,cpa1s9g01997,dz186s13g00084,ga198s8g00692,.,hum1sNW_018397258.1g00186,opy300s13g00082,tc180s1g02946
cca301s4g00754,cpa1s7g00607,dz186s5g00015,ga198s8g00626,.,hum1sNW_018397258.1g00043,opy300s13g00015,tc180s1g03093
cca301s4g00758,cpa1s8g00562,dz186s8g00441,ga198s8g01730,.,hum1sNW_018397258.1g00038,opy300s14g01089,tc180s1g03098
cca301s4g00769,cpa1s8g00552,dz186s5g00010,ga198s8g01732,hli2s9g01272,.,opy300s14g01096,tc180s1g03107
cca301s4g00797,cpa1s3g02577,dz186s5g00871,ga198s12g02883,.,hum1sNW_018397258.1g01197,opy300s16g00615,tc180s1g02013
cca301s4g01052,cpa1s5g01549,dz186s5g00598,ga198s12g01674,.,hum1sNW_018397258.1g00830,opy300s16g00827,tc180s1g02359
cca301s4g01118,cpa1s2g02643,dz186s5g00519,ga198stig00017252g00039,.,hum1sNW_018397258.1g00723,opy300s13g00381,tc180s1g02449
cca301s4g01120,cpa1s5g01116,dz186s5g00516,ga198s8g01458,.,hum1sNW_018397258.1g00720,opy300s14g00784,tc180s1g02452
cca301s4g01248,cpa1s5g00864,dz186s5g00377,ga198s8g01525,.,hum1sNW_018397258.1g00526,opy300s14g00860,tc180s1g02611
cca301s4g01687,cpa1s1g01871,dz186s2g01099,ga198s5g02865,hli2s7g00402,hum1sNW_018397260.1g00274,.,tc180s8g00972
cca301s4g01689,cpa1s1g01874,dz186s27g00529,ga198s6g00439,.,hum1sNW_018397260.1g00270,opy300s1g01978,tc180s8g00975
cca301s4g01753,cpa1s1g01834,dz186s2g01070,ga198s6g00458,hli2s7g00371,hum1sNW_018397260.1g00233,.,Tc08v2_t011060.2
